path,label,kind,dataset,split,image,index,image_col,label_col
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/589_sdv5_00088.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n01773157_9321.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/nature/n03459775_17993.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_01_143_glide_00109.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/006_biggan_00010.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n02012849_10031.JPEG,0,path,genimage_val,genimage_val,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,2986.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n04447861_1272.JPEG,0,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/ai/543_adm_105.PNG,1,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,2157.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n02980441_6748.JPEG,0,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/692_wukong_image96.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_08_866_glide_00061.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/ai/328_adm_32.PNG,1,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,2813.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n01728572_14569.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/442_biggan_00138.png,1,path,genimage_val,genimage_val,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,2638.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/281_sdv4_00196.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_03_313_glide_00093.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/953_biggan_00119.png,1,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n02999410_11127.JPEG,0,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/991_biggan_00097.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/365_sdv5_00012.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n01930112_5066.JPEG,0,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,test,,1062.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n02088238_13341.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/nature/n02749479_6431.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/985_biggan_00102.png,1,path,genimage_train,genimage_train,,,,
,0,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,1506.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/527_biggan_00059.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n04548362_6684.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/216_wukong_image83.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n02091467_4306.JPEG,0,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n07579787_4687.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/619_biggan_00048.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n07583066_3766.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/249_wukong_image115.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n03967562_8158.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/556_sdv5_00137.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/675_sdv4_00171.png,1,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,test,,2282.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n04162706_34669.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/519_sdv4_00141.png,1,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/431_wukong_image7.png,1,path,genimage_wukong,genimage_wukong,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,validation,,800.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/466_sdv5_00114.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/691_sdv5_00170.png,1,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/728_wukong_image69.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n01796340_257.JPEG,0,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,2030.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n04552348_11912.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n04266014_2124.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/258_wukong_image52.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/932_wukong_image94.png,1,path,genimage_wukong,genimage_wukong,,,,
,0,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,2358.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_01_137_glide_00043.png,1,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,validation,,2901.0,Image,Label_A
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,1703.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/519_sdv4_00152.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/064_sdv4_00163.png,1,path,genimage_val,genimage_val,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,test,,2407.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n03814639_5096.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/ai/877_adm_159.PNG,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n03249569_66042.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/686_biggan_00002.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n03717622_14581.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n02276258_5260.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n04483307_18323.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/ai/228_adm_50.PNG,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n02113624_1158.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_01_113_glide_00191.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n01774384_440.JPEG,0,path,genimage_train,genimage_train,,,,
,0,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,test,,1236.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/551_sdv4_00028.png,1,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,1118.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n02093859_2462.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/nature/n04606251_45851.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n04355338_7580.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/nature/n11879895_1882.JPEG,0,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/499_sdv5_00034.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_01_173_glide_00144.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/330_sdv4_00146.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n02412080_16851.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n03124170_9976.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_05_528_glide_00048.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n03710721_30977.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n04325704_3548.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n03887697_9609.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/408_sdv4_00075.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/928_sdv5_00144.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/992_sdv5_00155.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n02098286_3475.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n03424325_29658.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/668_wukong_image31.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n03457902_68010.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/966_sdv5_00091.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/39_wukong_image5.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_05_554_glide_00073.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n03832673_6748.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n04311004_2384.JPEG,0,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/389_wukong_image15.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/843_sdv5_00008.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n03874293_13840.JPEG,0,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,validation,,63.0,Image,Label_A
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,validation,,2168.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/059_sdv4_00118.png,1,path,genimage_val,genimage_val,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,train,,1196.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n01728572_298.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/760_sdv5_00130.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_00_085_glide_00178.png,1,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/969_wukong_image26.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/575_biggan_00095.png,1,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/ai/787_sdv4_00040.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n04548362_18267.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/778_sdv5_00013.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/ai/430_adm_146.PNG,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n02102040_987.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n02033041_1526.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/nature/n02099267_2914.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n04192698_42841.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n01806143_36160.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/643_wukong_image10.png,1,path,genimage_wukong,genimage_wukong,,,,
,0,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,validation,,2131.0,Image,Label_A
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,validation,,664.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n02483362_4860.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/858_sdv5_00026.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n03028079_17461.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n03355925_16268.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n02909870_40672.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/ai/308_adm_155.PNG,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_09_923_glide_00144.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/ai/339_wukong_image97.png,1,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n04325704_3543.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/ai/487_sdv5_00072.png,1,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n02134084_6944.JPEG,0,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-4/GenImage/stable_diffusion_v_1_4/train/nature/n04482393_22848.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/nature/n02910353_22448.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n03532672_5460.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_07_758_glide_00030.png,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/nature/n01685808_8707.JPEG,0,path,genimage_train,genimage_train,,,,
,1,hf,Rajarshi-Roy-research/Defactify_Image_Dataset,test,,912.0,Image,Label_A
/kaggle/input/datasets/vtphatt2/genimage-adm/GenImage/ADM/imagenet_ai_0508_adm/train/ai/778_adm_20.PNG,1,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/ai/871_biggan_00162.png,1,path,genimage_val,genimage_val,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n02607072_589.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-biggan/BigGAN/imagenet_ai_0419_biggan/train/nature/n04350905_75811.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-wukong/GenImage/wukong/train/nature/n02676566_461.JPEG,0,path,genimage_wukong,genimage_wukong,,,,
/kaggle/input/datasets/vtphatt2/genimage-stable-diffusion-v1-5/GenImage/stable_diffusion_v_1_5/train/nature/n03742115_5602.JPEG,0,path,genimage_train,genimage_train,,,,
/kaggle/input/datasets/vtphatt2/genimage-glide/glide/imagenet_glide/train/ai/GLIDE_1000_200_00_072_glide_00037.png,1,path,genimage_val,genimage_val,,,,
